location,name,note,waterfront,state,ownership,website,elevation_feet,delta_temp,climate,visited,phone
"26.7236,-81.6934",W.P. Franklin North Campground,USACE campground directly on the Caloosahatchee River at the W. P. Franklin lock.  Several sites are right on the river.  --AWH,river,FL,federal,https://www.recreation.gov/camping/campgrounds/233661,19,23.22918,hot,no,
"25.7544,-80.9266",Mitchell Landing Campground,Small primitive roadside campground in Big Cypress National Preserve.  --AWH,none,FL,federal,https://www.recreation.gov/camping/campgrounds/10214609,19,24.97374,hot,no,
"25.8935,-81.2302",Burns Lake Campground (Big Cypress National Preserve),14 spacious campsites surrounding a lake in Big Cypress National Preserve.  --AWH,lake,FL,federal,"https://www.recreation.gov/camping/campgrounds/246890
https://www.campsitephotos.com/campground/fl/burns-lake/",6,24.77016,hot,no,
"25.8689,-81.1144",Monument Lake Campground,38 spacious campsites (28 RV and 10 tent only) situated around the lake in Big Cypress National Preserve.  --AWH,lake,FL,federal,"https://www.recreation.gov/camping/campgrounds/246894
https://www.campsitephotos.com/campground/fl/monument-lake/",16,24.779339999999998,hot,no,
"25.8509,-80.9895",Midway Campground,37 single-family campsites that surround a small lake in Big Cypress National Preserve.  --AWH,lake,FL,federal,"https://www.recreation.gov/camping/campgrounds/246892
https://www.campsitephotos.com/campground/fl/midway/",19,24.800040000000003,hot,no,
"25.9917,-81.5917",Collier-Seminole State Park,120 single-family campsites and is located within a large mangrove swamp in the Florida Everglades.  --AWH,none,FL,state,"https://www.floridastateparks.org/parks-and-trails/collier-seminole-state-park
https://www.campsitephotos.com/campground/fl/collier-seminole-state-park/",39,24.476399999999998,hot,no,
"30.3144,-87.4114",Big Lagoon State Park Campground,75 campsites in a sandy wooded setting within walking distance of Big Lagoon Bay and a mile from the gulf coast.  --AWH,coastal woods,FL,state,"https://www.floridastateparks.org/BigLagoon
https://www.campsitephotos.com/campground/fl/big-lagoon-state-park/",29,16.73064,much warmer,no,
"30.3838,-86.4370",Henderson Beach State Park Campers Beach,"Campground is in the woods, a short walk to the beach on the Gulf of Mexico.  --AWH",coastal woods,FL,state,"https://www.floridastateparks.org/parks-and-trails/henderson-beach-state-park
https://www.campsitephotos.com/campground/fl/henderson-beach-state-park/",26,16.61742,much warmer,no,
"30.1392,-85.7412",St Andrew's State Park,Many sites are right on St. Andrew's Bay.  Campground is a mile or so from the gulf coast.  --AWH,bay,FL,state,https://reserve.floridastateparks.org/Web/,16,17.0928,much warmer,no,
"29.7800,-85.4061",St Joseph Peninsula Campground,Two campgrounds in the dunes a short walk from the Gulf of Mexico beach.  --AWH,coastal dunes,FL,state,"https://www.floridastateparks.org/parks-and-trails/th-stone-memorial-st-joseph-peninsula-state-park
https://www.campsitephotos.com/campground/fl/st-joseph-peninsula-state-park/",13,17.75106,much warmer,no,
"27.8587,-80.4481",Sebastian Inlet State Park Campground,"Campground on the Indian River Inlet adjacent to the Atlantic Ocean.  Several sites are right on the river, separated only by the driveway.  --AWH",river,FL,state,"https://www.floridastateparks.org/Sebastian-Inlet
https://www.campsitephotos.com/campground/fl/sebastian-inlet-state-park/",0,21.256200000000003,hot,no,
"30.3289,-86.1551",Camp Grayton Beach State Park Campground,Campground is set back from the Gulf beach in a wooded area close to Western Lake.  --AWH,coastal woods,FL,state,https://reserve.floridastateparks.org/Web/,16,16.75134,much warmer,no,
"29.7188,-84.7498",Saint George Island State Campground,Campground in a sandy wooded setting a short walk to either St. George Sound or the Gulf of Mexico.  --AWH,coastal woods,FL,state,https://www.floridastateparks.org/parks-and-trails/dr-julian-g-bruce-st-george-island-state-park,16,17.849519999999995,much warmer,no,
"39.0234,-78.7045",Squirrel Gap campsite #5,Numerous forest service campsites along the length of FR 344. Suitable for most vehicles.,none,VA,federal,,1902,-5.626260000000004,slightly cooler,no,
"39.0156,-78.7042",Squirrel Gap campsite #4,Numerous forest service campsites along the length of FR 344. Suitable for most vehicles.,none,VA,federal,,1843,-5.401619999999998,slightly cooler,no,
"39.0461,-78.6730",Squirrel Gap campsite #3,Numerous forest service campsites along the length of FR 344. Suitable for most vehicles.,none,VA,federal,,1486,-4.181220000000004,slightly cooler,no,
"39.0675,-78.6449",Squirrel Gap site #2,Numerous forest service campsites along the length of FR 344. Suitable for most vehicles.,none,WV,federal,,1588,-4.5824400000000045,slightly cooler,no,
"39.0668,-78.6400",Squirrel Gap campsite #1,Numerous forest service campsites along the length of FR 344. Suitable for most vehicles.,none,VA,federal,,1561,-4.487580000000001,slightly cooler,no,
"38.4912,-79.2133",Flagpole rd site #3,High-elevation campsite ~1/4 mi NE of Hone Quarry Ridge Trail,none,WV,federal,,3897,-11.781899999999998,cooler,no,
"38.4926,-79.2108",Flagpole rd site #2,High-elevation campsite ~1/2 mi NE of Hone Quarry Ridge Trail,none,WV,federal,,3996,-12.135420000000005,cooler,no,
"38.5082,-79.1889",Flagpole Knob site #3,High-elevation campsite ~1/2 mile west of Flagpole knob,none,WV,federal,,4176,-12.807000000000004,cooler,no,
"38.5087,-79.1870",Flagpole Knob site #2,High-elevation campsite just west of Flagpole Knob,none,WV,federal,,4301,-13.252499999999996,cooler,no,
"38.5009,-79.2076",Flagpole Rd Campsite,High-elevation campsite at Flagpole rd & Forest rd 85-4,none,WV,federal,,4065,-12.396060000000002,cooler,no,
"43.6615,-86.4950",Silver Lake State Park Campground,"No sites are right on the lake, but sites 1-13 are adjacent to the lake, separated only by the driveway.  --AWH",lakeview,MI,state,,626,-9.423539999999996,cooler,no,
"38.7292,-104.8329",Cheyenne Mountain State Park,High-elevation foothill park on the flanks of Cheyenne Mountain near Colorado Springs; no significant water body.,none,CO,state,,6263,-20.645999999999997,much cooler,no,
"39.6502,-104.8390",Cherry Creek State Park Campground,High-elevation campground in a prairie/grassland area well set back from Cherry Creek Reservoir; campers drive to the reservoir.,none,CO,state,,5600,-19.940399999999997,much cooler,no,
"46.5592,-85.0369",Tahquamenon Falls State Park Rivermouth Modern Campground,Campground at the mouth of the Tahquamenon River.  Sites are set back into the woods but may have a partial river view.  --AWH,riverview,MI,state,https://midnrreservations.com/,620,-14.615999999999996,much cooler,no,
"46.5548,-85.0393",Tahquamenon Falls State Park Rivermouth Pines Campground,Campground at the mouth of the Tahquamenon River.  Some sites are right on the river and will accomodate small RVs.  --AWH,river,MI,state,https://midnrreservations.com/,620,-14.608080000000001,much cooler,no,
"41.2968,-79.8880",Hog Wild Farm (HipCamp),"Nice quiet farm 20-30 mins from Grove City, accessed by narrow hidden driveway off of unpaved Twin Oaks Road.  $10/night.  --AWH",none,PA,private,https://www.hipcamp.com/en-US/land/pennsylvania-hog-wild-farm-pw1hjwp0,1532,-8.396279999999996,slightly cooler,yes,
"40.5209,-78.8771",Gordon Glenn Woods,Private campground in a wooded area of central PA; no significant water body indicated.,none,PA,private,,1709,-7.631459999999995,slightly cooler,no,
"46.6610,-85.5227",Reed & Green Campground,Seven rustic sites on the banks of the Two Hearted River.  Small campers only.  --AWH,river,MI,federal,https://www.michigan.gov/recsearch/sfcampgroundsn-z/reedgreenbridge,649,-14.90454,much cooler,no,
"46.6093,-85.2060",Lower Falls Hemlock Campground,Campground in the hemlock forest near the Lower Tahquamenon Falls; sites are not directly on the river.  --AWH,none,MI,federal,https://midnrreservations.com/,744,-15.150779999999996,much cooler,no,
"46.6768,-85.7560",Lake Superior State Forest Campground,Multiple sites right on Lake Superior.  First come first served.  --AWH,lake,MI,state,https://www.michigan.gov/recsearch/sfcampgroundsa-m/lakesuperior,633,-14.87448,much cooler,no,
"46.6679,-85.7533",Blind Sucker State Forest Campground,Many sites right on the lake.  First come first served.  --AWH,lake,MI,state,https://www.michigan.gov/recsearch/sfcampgroundsa-m/blindsucker2,639,-14.881860000000007,much cooler,no,
"46.6439,-85.4165",Pike Lake State Forest Campground,Many sites right on the lake.  First come first served.  --AWH,lake,MI,state,https://www.michigan.gov/recsearch/sfcampgroundsn-z/PikeLake,685,-15.002460000000003,much cooler,no,
"46.6981,-85.4226",Two Hearted River State Forest Campground,A few sites right on the river.  Foot bridge to Lake Superior beach.  First come first served.  --AWH,river,MI,state,https://www.michigan.gov/recsearch/sfcampgroundsa-m/mouthoftwoheartedriver,597,-14.784119999999994,much cooler,no,
"46.6948,-85.3590",Culhane Lake State Forest Campground,Several sites right on the lake.  First come first served.  --AWH,lake,MI,state,https://www.michigan.gov/recsearch/sfcampgroundsa-m/culhanelake,652,-14.97708,much cooler,no,
"46.7071,-85.3354",Bodi Lake State Forest Campground,Several sites right on the lake.  First come first served.  --AWH,lake,MI,state,https://www.michigan.gov/recsearch/sfcampgroundsa-m/bodilake,626,-14.905619999999995,much cooler,no,
"46.7032,-85.0352",Andrus Lake State Forest Campground,Several sites right on the lake.  First come first served.  --AWH,lake,MI,state,https://www.michigan.gov/recsearch/sfcampgroundsa-m/andruslake,639,-14.945400000000005,much cooler,no,
"38.9776,-75.9294",Tuckahoe State Park Campground,"Park is on the Tuckahoe Creek, but the campground is not waterfront",none,MD,state,,59,1.0315799999999957,similar,no,
"38.8659,-75.8364",Martinak State Park,"Park is on the Choptank River, but the campground is not waterfront",none,MD,state,,42,1.291139999999994,similar,no,
"39.1777,-79.0575",Just Plane Adventures,"Private property near the South Branch Potomac River; aviation-themed name suggests an airstrip, not specifically waterfront.",none,WV,private,,1033,-2.8035000000000028,similar,no,
"38.9998,-79.0269",Riverside Cabins & RV Park,Private RV park on the South Branch of the Potomac River with tent sites along the riverbank.  RV sites are set back from the river.  --AWH,riverview,WV,private,https://riversidecabinswv.com/,856,-1.8514800000000007,similar,no,304-538-6467
"39.1043,-79.6821",Five River Campground,"Private campground in the Cheat River watershed; Sites 225, 227, and 230 are listed as waterfront.  $50/night.",river,WV,private,,1620,-4.765680000000003,slightly cooler,no,
"39.0711,-79.6232",Brooklyn Heights Riverfront Campground,Private campground on the Cheat River.  RV sites are basically riverfront but are set back on the other side of a narrow road that likely sees very little traffic.,river,WV,private,"https://www.brooklynheightscamp.com/
https://www.hipcamp.com/en-US/land/west-virginia-brooklyn-heights-riverfront-camp-88lhp1nn",1696,-4.9750200000000016,slightly cooler,no,703-328-1840
"39.4527,-77.6517",Rohrersville Roost (HipCamp),20561 Park Hall Rd.  Nice shaded grassy campsite on a rise overlooking the farm.  --AWH,none,MD,private,https://www.hipcamp.com/en-US/land/maryland-rohrersville-roost-mxvhzpn5,682,-2.0466,similar,yes,
"38.7690,-77.3016",Burke Lake Campground,"There is a lake in the park, but the campground is not lakefront.",none,VA,local,,380,0.26046000000000313,similar,no,
"38.9625,-77.3220",Lake Fairfax Park Campground,"There is a lake in the park, but the campground is not lakefront.",none,VA,local,,311,0.15786000000000272,similar,no,
"40.3305,-78.4355",Pat's Primitive Place,Private primitive camping area in south-central PA; no water body indicated.,none,PA,private,,1053,-4.948740000000002,slightly cooler,no,
"39.4624,-77.7439",Camp Battleview (HipCamp),,none,MD,private,https://www.hipcamp.com/en-US/land/maryland-camp-battleview-06yhp18e,446,-1.2216600000000042,similar,no,
"39.9004,-78.2958",EZ Getaway,Private camping spot in a wooded/rural area of south-central PA.  --AWH,none,PA,private,,1463,-5.6370599999999955,slightly cooler,yes,
"38.9230,-78.0025",Lower Ted Lake Parking,Requires Thompson WMA permit.  Parking/camping area is not on the lake.  --AWH,none,VA,state,,764,-1.385640000000003,similar,yes,
"38.9574,-77.9888",Thompson Lake Parking Area,Requires Thompson WMA permit.  Parking/camping area is not on the lake.  --AWH,none,VA,state,,915,-1.9857599999999995,similar,no,
"38.6634,-77.6951",Weston Wildlife Management Area,Weston WMA permit required,none,VA,state,,298,0.743039999999995,similar,no,
"38.3867,-78.4813",1253 Taylor Mountain Rd,"Rapidan WMA permit required
WMA site on Taylor Mountain; high-elevation location not on a water body.",none,VA,state,,2555,-6.808499999999995,slightly cooler,no,
"38.4058,-78.4295",State Rte 675,"Rapidan WMA permit required
WMA dispersed camping area in the Rapidan River valley; sites are not confirmed to be directly on the river.",none,VA,state,,1131,-1.7650799999999982,similar,no,
"38.4157,-78.3930",300 Cobblestone Row,"Rapidan WMA permit required
WMA site at mid-elevation; not clearly on a water body.",none,VA,state,,1341,-2.5317000000000016,similar,no,
"38.4028,-78.3898",3369 Garth Rd,"Rapidan WMA permit required
WMA site; not clearly adjacent to the Rapidan River.",none,VA,state,,1227,-2.0989799999999983,similar,no,
"41.3942,-75.1374",White Deer Campsite,PA State Forest dispersed campsite in Delaware State Forest; not on a significant water body.,none,PA,state,https://pennsylvaniastateparks.reserveamerica.com/camping/delaware-state-forest/r/campsiteDetails.do?contractCode=PA&siteId=23610&parkId=880251,1535,-8.583299999999996,slightly cooler,no,
"41.3290,-75.0247",E016 Fivemile Meadow,PA State Forest dispersed meadow campsite; not on a water body.,none,PA,state,https://pennsylvaniastateparks.reserveamerica.com/camping/delaware-state-forest/r/campsiteDetails.do?contractCode=PA&siteId=23609&parkId=880251,1512,-8.38404,slightly cooler,no,
"38.7334,-78.5174",Camp Roosevelt Recreation Area,Site of the first Civilian Conservation Corps Camp in the Nation  --AWH,none,VA,federal,https://www.fs.usda.gov/r08/gwj/recreation/camp-roosevelt-recreation-area,1187,-2.5536600000000056,similar,no,
"38.0988,-79.8219",Hidden Valley Campground,"Small first-come-first-served USFS campground near Warm Springs, Lake Sherwood, and Lake Moomaw.  --AWH",none,VA,federal,https://www.fs.usda.gov/r08/gwj/recreation/hidden-valley-recreation-area,1830,-3.7045799999999947,similar,no,
"38.0694,-79.8837",Blowing Springs Campground,Small USFS campground near Warm Springs with a unique geological feature that creates a duct that blows air out of the rocks at a constant 58 degrees.  --AWH,none,VA,federal,https://www.fs.usda.gov/r08/gwj/recreation/blowing-springs-campground,1748,-3.359160000000003,similar,no,
"38.0140,-79.9201",McClintic Point Primitive Campground,Small first-come-first-served campground on Lake Moomaw near Bolar Mountain Recreation Area.  All sites claim to accommodate 21 feet RVs but will probably handle a few feet more.  A couple sites appear to be waterfront.  Route 603 NW of the campground is a narrow one-lane gravel road with steep drop-offs not suitable for RVs.  Campground should be accessed from route 600 instead.  --AWH,lake,VA,federal,"https://www.fs.usda.gov/r08/gwj/recreation/mcclintic-point-campground
https://www.recreation.gov/camping/campgrounds/234558",1574,-2.6393400000000047,similar,no,
"38.7406,-79.6921",Laurel Fork Campground,High-elevation USFS campground along Laurel Fork in Monongahela National Forest with sites directly along the mountain stream.  --AWH,creek,WV,federal,https://www.fs.usda.gov/r09/monongahela/recreation/laurel-fork-campground,3107,-9.411120000000002,cooler,no,
"38.8669,-78.4444",Little Fort Campground,"Small minimally-maintained campground near Woodstock Tower; first-come-first-served, only a few RV sites, no fee.  --AWH",none,VA,federal,https://www.fs.usda.gov/r08/gwj/recreation/little-fort-campground,1381,-3.484260000000002,similar,yes,
"45.1592,-87.2326",Tennison Bay Campground,Peninsula State Park campground in the woods near the shore of Tennison Bay (Green Bay).  --AWH,coastal woods,WI,state,,603,-12.037499999999998,cooler,no,
"45.1730,-87.2254",Wecklers Point Campground,Peninsula State Park campground set back from the shoreline in a wooded area.  --AWH,coastal woods,WI,state,https://wisconsin.goingtocamp.com/,580,-11.980440000000003,cooler,no,
"45.1692,-87.2231",North Nicolet Bay Campground,Peninsula State Park campground with a few sites on the water in a mostly wooded campground.  --AWH,bay,WI,state,https://wisconsin.goingtocamp.com/,616,-12.102299999999993,cooler,no,
"45.1636,-87.2198",South Nicolet Bay Campground,Peninsula State Park campground.  Several sites are on the beach with a view of the bay.  --AWH,bay,WI,state,https://wisconsin.goingtocamp.com/,620,-12.103920000000004,cooler,no,
"44.8626,-87.4137",Potawatomi State Park,Campground is on a wooded bluff above Sturgeon Bay.  --AWH,coastal woods,WI,state,,623,-11.57382,cooler,no,
"38.0480,-81.1274",Rifrafters Campground,"Sites appear to be attractive and well-spaced.  Back-in/30A/water sites for 22 ft RVs are about $41
Private rafting outfitter campground in the New River Gorge area with riverside sites.",river,WV,private,,1912,-3.905640000000003,similar,no,
"37.8286,-81.0140",Glade Creek Campground,NPS campground in New River Gorge along Glade Creek with sites directly adjacent to the creek.,creek,WV,federal,,1289,-1.2877200000000024,similar,no,
"38.2147,-80.8890",Gauley Tailwaters Campground,Federal campground below Summersville Dam on the Gauley River with sites directly along the river.,river,WV,federal,,1378,-2.2986000000000013,similar,no,
"37.8453,-80.9852",War Ridge/Backus Mountain Campground,Campground on a mountain ridge; not adjacent to a body of water.,none,WV,federal,,2529,-5.740380000000003,slightly cooler,no,
"38.0758,-81.0629",Chestnut Creek Campground,"Primarily a tent campground but call ahead to see if they can accommodate a small camper
Private tent campground named for Chestnut Creek with sites along the creek.",creek,WV,private,,1807,-3.5812800000000014,similar,no,
"42.7743,-86.2096",Holland State Park,Campground on Lake Michigan with sites behind the dunes in what looks like a large paved parking lot.  --AWH,coastal dunes,MI,state,,574,-7.639379999999995,slightly cooler,no,
"39.4065,-78.1422",Lazy A Campground,"RV sites $40/night 2 person max
Private campground near the Cacapon River but sites are not confirmed to be directly on the water.",none,WV,private,,485,-1.261440000000002,similar,no,
"39.3342,-78.4577",Buffalo Gap Retreat (HipCamp),"There are two RV sites in the creekside area, $50 per night.  --AWH",creek,WV,private,https://www.buffalogapretreat.com/,967,-2.8512000000000044,similar,no,
"39.1780,-79.6016",Horseshoe Recreation and Campground Area,USFS campground along a remote section of the Cheat River north of Thomas and Parsons.  -AWH,none,WV,federal,https://www.recreation.gov/camping/campgrounds/232006,1811,-5.576939999999994,slightly cooler,no,
"39.5642,-78.7176",Spring Gap Campground,C&O Canal towpath campground (NPS) situated directly along the Potomac River.  --AWH,river,WV,federal,https://www.recreation.gov/camping/campgrounds/252967,574,-1.8611999999999989,similar,no,
"39.6253,-78.3855",15 Mile Creek Campground,C&O Canal campground at the mouth of Fifteen Mile Creek where it meets the Potomac.  Two of the sites are waterfront but they are also right next to the bathrooms.  --AWH,creek,WV,federal,https://www.recreation.gov/camping/campgrounds/252968,492,-1.678680000000005,similar,no,
"41.4660,-73.8241",Fahnestock State Park Campground,Campground is in a wooded setting; the park has Canopus Lake but the campground is not lakefront.,none,NY,state,,1076,-7.074540000000002,slightly cooler,no,
"36.8361,-81.0700",Ravens Cliff campground,USFS campground in the mountains of southwest VA; no specific water body confirmed at the sites.,none,VA,federal,,2221,-2.8240200000000026,similar,no,
"36.7471,-81.4251",Raccoon Branch Campground,USFS campground near Mt. Rogers with camp host and dump station.  Electric/water sites near the road and primitive creekside sites on the other side.  Reservable during peak season.  --AWH,creek,VA,federal,"https://www.fs.usda.gov/r08/gwj/recreation/raccoon-branch-campground
https://www.recreation.gov/camping/campgrounds/234574",2851,-4.910220000000005,slightly cooler,no,
"36.7230,-81.4910",Hurricane Campground,USFS campground w/camp host in the Mt. Rogers area along Hurricane Creek with sites directly adjacent to the creek.  Reservable during peak season.  --AWH,creek,VA,federal,https://www.recreation.gov/camping/campgrounds/233308,2805,-4.703039999999997,slightly cooler,no,
"36.7630,-81.2249",Comers Rock Recreation Area,High-elevation first-come-first-served campground on a mountain ridgeline in Mount Rogers NRA near Comer's Rock Lookout.,none,VA,federal,https://www.fs.usda.gov/r08/gwj/recreation/comers-rock-recreation-area,3822,-8.402039999999996,slightly cooler,no,
"36.6712,-81.6797",Beartree Recreation Area,High-elevation USFS campground w/camp host and dump station in the Mt. Rogers area with some sites directly adjacent to a creek.  Reservable during peak season.  --AWH,creek,VA,federal,"https://www.fs.usda.gov/r08/gwj/recreation/beartree-recreation-area
https://www.recreation.gov/camping/campgrounds/232384",3340,-6.516899999999998,slightly cooler,no,
"37.6050,-80.0762",The Pines Campground,Rustic USFS campground in remote wooded setting south of Covington.  --AWH,none,VA,federal,https://www.fs.usda.gov/r08/gwj/recreation/pines-campground,1886,-3.014639999999994,similar,no,
"37.0102,-81.1813",Stony Fork Campground,"USFS campground w/camp host.  Stony Fork Creek meanders throughout the campground, and some sites are right on the creek.  Reservable during peak season.  --AWH",creek,VA,federal,https://www.recreation.gov/camping/campgrounds/234575,2375,-3.6872999999999947,similar,no,
"37.0245,-81.1761",Big Bend boondocking sites,"forest service, good views, rough road
High-elevation ridgeline dispersed site with good views; not near water.",none,VA,federal,,3881,-9.083340000000005,cooler,no,
"36.9006,-81.0372",Big Survey WMA boondocking sites,"WMA permit required
WMA dispersed site at high elevation in the mountains; not confirmed on water.",none,VA,state,,2969,-5.607719999999994,slightly cooler,no,
"36.6757,-80.8139",Crooked Creek WMA boondocking sites,"WMA permit required
WMA dispersed site near Crooked Creek, but sites are not confirmed to be directly on the water.",none,VA,state,,2388,-3.1319999999999975,similar,no,
"37.4296,-80.4920",White Rocks Campground,High-elevation campground in a typical Appalachian forest setting; a small creek meanders through several sites.  A great camp spot for those who enjoy a natural setting and don't need lots of amenities.,creek,WV,federal,,3008,-6.7003200000000005,slightly cooler,no,
"37.7604,-79.1957",Hog Camp Gap boondocking site,"High-elevation camping area adjacent to AT, a large clearing used by a lot of AT thru-hikers.  Bumpy dirt road accessible by standard sedan.
Large clearing used by AT thru-hikers at a mountain gap; no water body.",none,VA,federal,,3527,-9.144359999999995,cooler,no,
"37.8546,-79.0688",Crabtree Falls Campground (Virginia),"Wooded campground on the Tye River.  $60 RV sites are not riverfront, but reviews mention that you can hear the river from everywhere in the campground.  --AWH",none,VA,private,"https://www.crabtreefallscampground.com/
https://thedyrt.com/camping/virginia/crabtree-falls",1515,-2.1418199999999956,similar,no,
"35.8123,-82.1440",Crabtree Falls Campground (North Carolina),"Closed for 2026 due to hurricane Helene
High-elevation Blue Ridge Parkway campground in a wooded mountain setting.  --AWH",none,NC,federal,"https://www.nps.gov/blri/planyourvisit/crabtree-falls-cg.htm
https://www.recreation.gov/camping/campgrounds/258667",3691,-6.222779999999999,slightly cooler,no,
"37.8476,-79.1220",Crabtree Falls boondocking sites,"12 designated Forest Service camping areas on Meadows lane, right off route 56 (Crabtree Falls Hwy).  Meadows lane is a 4WD-only fire road to the upper falls parking lot and is reportedly bumpy and narrow with multiple stream crossings.  --AWH",none,VA,federal,https://www.theoutbound.com/virginia/camping/camp-near-crabtree-meadows-in-gwnf,2647,-6.165719999999999,slightly cooler,no,
"36.8504,-82.0788",Hidden Valley WMA,High-elevation WMA with a small lake.  Two parking/camping areas right on the lakefront.  ---AWH,lake,VA,state,"https://thedyrt.com/camping/virginia/hidden-valley-wma
https://dwr.virginia.gov/wma/hidden-valley/",3746,-8.29026,slightly cooler,no,
"38.5971,-79.1998",Brandywine Lake Campground,"There is a small lake nearby, but the campground is not on the lake.  --AWH",none,WV,federal,,1985,-5.1514199999999954,slightly cooler,no,
"38.4623,-79.1350",Hone Quarry Campground,Several sites are right on the creek.  --AWH,creek,VA,federal,,1919,-4.674779999999998,slightly cooler,no,
"38.3658,-79.2095",Todd Lake Recreation Area Campground,"There is a small lake nearby, but the campground is not on the lake.  --AWH",none,VA,federal,,1962,-4.65318,slightly cooler,no,
"38.3395,-79.2072",North River Campground,"Small pleasant-looking Forest Service campground on the North River (which is really just a creek, and some say it can be dry by the end of the summer).  Seven of the nine sites are right on the creek.  First come first served, and reportedly fills up on summer weekends.  --AWH",creek,VA,federal,"https://thedyrt.com/camping/virginia/virginia-north-river-campground
https://www.fs.usda.gov/r08/gwj/recreation/north-river-campground",1863,-4.2548400000000015,slightly cooler,no,
"38.0069,-80.9484",Babcock State Park Campground,Wooded campground in Babcock State Park.  --AWH,none,WV,state,https://wvstateparks.com/parks/babcock-state-park/,2365,-5.446260000000002,slightly cooler,no,
"37.7305,-80.3627",Greenbrier State Forest Campground,Wooded campground in Greenbrier State Forest.  --AWH,none,WV,state,https://wvstateparks.com/parks/greenbrier-state-forest/,2001,-3.6500399999999984,similar,no,
"38.6559,-80.0713",Kumbrabow Crossing,A small high-elevation campground in Kumbrabow State Forest.  --AWH,none,WV,state,https://wvstateparks.com/parks/kumbrabow-state-forest/,3057,-9.083160000000005,cooler,no,
"38.1114,-80.1779",Riverside Campground,Wooded campground on the western site of Watoga State Park.  Campground is alongside the Greenbrier River and several sites back up to the river.  --AWH,river,WV,state,"https://thedyrt.com/camping/west-virginia/west-virginia-watoga-state-park-riverside-campground
https://wvstateparks.com/parks/watoga-state-park",2086,-4.639860000000006,slightly cooler,no,
"38.1026,-80.0943",Beaver Creek Campground,Wooded campground on the eastern side of Watoga State Park.  --AWH,none,WV,state,"https://thedyrt.com/camping/west-virginia/west-virginia-watoga-state-park-beaver-creek
https://wvstateparks.com/parks/watoga-state-park",2582,-6.390720000000004,slightly cooler,no,
"38.9243,-78.6890",Wolf Gap Recreation Area,"Small campground on the VA/WV border.  No fee, first-come-first-served.  Close to trailheads for Big Schloss and Tibbet Knob.  --AWH",none,VA,federal,https://www.fs.usda.gov/r08/gwj/recreation/wolf-gap-recreation-area,2244,-6.664680000000004,slightly cooler,yes,
"38.9242,-78.3315",Elizabeth Furnace Family Campground,Campground is located alongside a creek.  Some sites are directly adjacent to the creek.  --AWH,creek,VA,federal,,787,-1.469699999999998,similar,yes,
"38.6492,-79.8620",Shaver's Fork dispersed site,"Very secluded high-elevation riverfront campsite down a bumpy forest service road, close to railroad tracks.  --AWH",river,WV,federal,https://thedyrt.com/camping/west-virginia/little-dispersed-site-by-railtracks,3569,-10.8963,cooler,no,
"38.9521,-78.7325",Trout Pond Campground,Park is located on a lake.  Campground is not lakefront.  --AWH,none,VA,federal,,2040,-5.989320000000002,slightly cooler,no,
"38.6298,-79.8821",Red Run Falls dispersed camping,high-elevation dispersed camping along Red Run creek near a waterfall.  --AWH,creek,WV,federal,,3651,-11.153880000000004,cooler,no,
"38.5705,-79.9331",Mower Basin dispersed camping,"High-elevation campsites with breathtaking mountain views and significant distance between sites.  No cell signal, extremely remote, and not likely to be crowded.  Nearest cell tower: 38.688719,-79.979097; fuel & small grocery store: 38.710707,-79.979095; automotive shop: 38.713085,-79.979352  --AWH",none,WV,federal,https://thedyrt.com/camping/west-virginia/dispersed-camping-at-mower-basin,4097,-12.638340000000003,cooler,no,
"37.8578,-81.0994",Army Camp Rd Campground,Small NPS campground along the New River.  Campsites are set back in the woods and are close to the river but not waterfont.  --AWH,none,WV,federal,https://www.nps.gov/neri/planyourvisit/army-camp-campground.htm,1171,-0.9190799999999951,similar,no,
"38.9650,-79.3447",Dolly Sods boondocking sites #3,High-elevation dispersed sites near Dolly Sods Wilderness.  --AWH,none,WV,federal,,3884,-12.587940000000007,cooler,no,
"38.6178,-79.6765",Abes Run dispersed camping,High-elevation dispersed creekside sites at the confluence of Abes Run and the East Fork of the Greenbrier River.  Sites on far side of the river may not be accessible when water is high.  --AWH,river,WV,federal,,3343,-10.032480000000005,cooler,no,
"38.3068,-79.9223",Seven Mile Campground,Small attractive campground fairly high up in the Seneca State Forest.  Book online via website.  --AWH,none,WV,federal,https://wvstateparks.com/parks/seneca-state-forest/lodging/,2713,-7.2262800000000045,slightly cooler,no,
"38.2955,-80.5161",Cranberry River sites 6-19,Dispersed waterfront sites along the Cranberry River. --AWH,river,WV,federal,,2247,-5.544539999999994,slightly cooler,no,
"38.2959,-80.5240",Big Rock Campground,USFS campground across the road from the Cranberry River.  Sites are not waterfront. --AWH,river,WV,federal,,2267,-5.615460000000006,slightly cooler,no,
"38.3255,-80.4415",Cranberry Campground,USFS campground across the road from the Cranberry River.  Sites are not waterfront. --AWH,none,WV,federal,,2588,-6.815339999999996,slightly cooler,no,
"38.5793,-79.7052",Island Campground,High elevation USFS campground with mostly tent sites.  Site 13 is the only creekside site that will fit an RV. --AWH,creek,WV,federal,,3054,-8.933580000000006,slightly cooler,no,
"37.8552,-81.0531",Grandview Sandbar Campground,"NPS campground with waterfront sites on a sandbar in the New River; no fee, first-come-first-served. --AWH",river,WV,federal,,1318,-1.440900000000006,similar,no,
